siren,valide,fichier_source
942463878,True,cessions.txt
890240484,True,cessions.txt
942914151,True,cessions.txt
941411613,True,cessions.txt
394948137,True,cessions.txt
350731303,True,cessions.txt
941374472,True,cessions.txt
382896306,True,cessions.txt
878873942,True,cessions.txt
488997933,True,cessions.txt
827636465,True,cessions.txt
890654494,True,cessions.txt
788804607,True,cessions.txt
892543943,True,cessions.txt
531268191,True,cessions.txt
951036748,True,cessions.txt
879356947,True,cessions.txt
843845785,True,cessions.txt
830406344,True,cessions.txt
880960893,True,cessions.txt
833819972,True,cessions.txt
931416200,True,cessions.txt
790675771,True,cessions.txt
852357664,True,cessions.txt
847818663,True,cessions.txt
843487299,True,cessions.txt
953784428,True,cessions.txt
981471402,True,cessions.txt
882650849,True,cessions.txt
985028174,True,cessions.txt
923122386,True,cessions.txt
903994580,True,cessions.txt
981817273,True,cessions.txt
947832093,True,cessions.txt
841174717,True,cessions.txt
928886175,True,cessions.txt
881257091,True,cessions.txt
478410475,True,cessions.txt
821837374,True,cessions.txt
810102418,True,cessions.txt
882818412,True,cessions.txt
483445565,True,cessions.txt
844157735,True,cessions.txt
891505059,True,cessions.txt
409451960,True,cessions.txt
832318364,True,cessions.txt
812059384,True,cessions.txt
894520758,True,cessions.txt
908602394,True,cessions.txt
398987149,True,cessions.txt
979141686,True,cessions.txt
513194027,True,cessions.txt
822793774,True,cessions.txt
882045586,True,cessions.txt
927959163,True,cessions.txt
513831784,True,cessions.txt
448786384,True,cessions.txt
480042845,True,cessions.txt
901872010,True,cessions.txt
807497623,True,cessions.txt
948255070,True,cessions.txt
832404487,True,cessions.txt
851361592,True,cessions.txt
853509784,True,cessions.txt
853969244,True,cessions.txt
907720775,True,cessions.txt
817591878,True,cessions.txt
901603555,True,cessions.txt
845011261,True,cessions.txt
803124940,True,cessions.txt
810973321,True,cessions.txt
982285017,True,cessions.txt
933231268,True,cessions.txt
326019775,True,cessions.txt
902385780,True,cessions.txt
433340882,True,cessions.txt
344260286,True,cessions.txt
794101972,True,cessions.txt
979252533,True,cessions.txt
904032646,True,cessions.txt
914198924,True,cessions.txt
433720646,True,cessions.txt
919003665,True,cessions.txt
800731994,True,cessions.txt
493781082,True,cessions.txt
519343800,True,cessions.txt
337788012,True,cessions.txt
392661013,True,cessions.txt
420452864,True,cessions.txt
902108968,True,cessions.txt
811168442,True,cessions.txt
532446598,True,cessions.txt
834033276,True,cessions.txt
402863856,True,cessions.txt
979368008,True,cessions.txt
351710959,True,cessions.txt
515230613,True,cessions.txt
823132881,True,cessions.txt
829846864,True,cessions.txt
804044873,True,cessions.txt
340571058,True,cessions.txt
797753829,True,cessions.txt
888379062,True,cessions.txt
909556573,True,cessions.txt
901626523,True,cessions.txt
820854693,True,cessions.txt
799054937,True,cessions.txt
303609606,True,cessions.txt
830408175,True,cessions.txt
439336693,False,cessions.txt
452631363,False,cessions.txt
